872.663 -749.8989999999999 9881.0
-636.404 759.7389999999999 867.074
-236.26 -9.83925 251.928
-509.485 2031.4 5553.9
697.936 -1919.08 4648.58
-188.452 -112.318 797.512
1559.24 -535.905 8552.69
-1376.09 592.345 2407.97
254.457 -2111.97 5297.45
94.3108 1354.64 4035.25
-348.76800000000003 757.334 1667.3
2030.67 -589.715 6245.87
-2019.22 562.425 4443.56
-11.4499 27.29 310.574
-109.57700000000001 -2048.85 6677.23
44.0638 1368.2 3499.46
65.5132 680.658 823.302
-1419.8 -66.5902 1235.5
341.05 -288.866 2617.42
1078.75 355.45599999999996 7147.08
-1575.32 -916.118 8021.54
1549.03 978.836 2797.83
26.2884 -62.7186 180.632
489.69 -1007.74 7900.97
29.2311 106.522 2820.73
1865.02 -396.69699999999995 7720.63
-1865.02 390.231 3052.78
2e-05 6.4652 226.592
1012.23 -1033.33 1002.25
-1039.41 1037.23 9569.12
27.1817 -3.90116 428.63199999999995
-1212.92 -1765.43 5903.68
906.283 1642.73 4389.48
306.64099999999996 122.696 706.841
142.12 1251.71 8624.78
-586.242 -817.107 984.5310000000001
444.12199999999996 -434.601 1390.69
1349.81 -1312.48 7756.19
-807.7710000000001 683.732 2196.67
-542.036 628.745 1047.14
-301.58299999999997 -1992.09 6440.08
348.36800000000005 2040.81 4459.01
-46.7849 -48.7136 100.913
335.759 2122.52 5290.52
-488.214 -1811.8 4572.15
152.454 -310.721 1137.33
-1890.89 -992.7330000000001 4217.21
1862.88 965.446 6277.61
28.0113 27.2872 505.17900000000003
-1873.51 -44.9932 7836.14
1770.19 66.2533 2557.69
103.31700000000001 -21.2601 606.1709999999999
-1036.58 1451.05 2010.85
658.779 -776.722 6180.71
377.80300000000005 -674.33 2808.44
905.3510000000001 1913.97 4966.18
-1062.42 -1761.37 5410.42
157.06799999999998 -152.59799999999998 623.399
906.4789999999999 1902.06 6135.97
-692.553 -1251.17 2919.89
-213.926 -650.88 1944.13
1211.98 1679.27 3576.8
-1103.75 -1649.45 6401.1
-108.23100000000001 -29.8258 1022.11
-478.666 -1994.32 6705.55
139.845 1643.62 3536.83
338.82099999999997 350.70099999999996 757.618
2026.74 -521.552 6246.65
-1364.58 618.695 3550.63
-662.1610000000001 -97.1431 1202.72
820.222 1286.06 9141.57
-689.29 -956.432 1281.45
-130.93200000000002 -329.62800000000004 576.974
-1236.12 1027.63 8720.28
1269.2 -911.4110000000001 1823.39
-33.0797 -116.219 456.336
1825.82 1043.39 6401.98
-1499.54 -1025.49 4159.2
-326.289 -17.8995 438.82599999999996
1176.86 -1339.65 1972.09
-893.435 994.686 6139.83
-283.42400000000004 344.965 2888.08
556.556 -1069.96 9634.46
-347.977 734.554 657.2230000000001
-208.579 335.406 708.318
-360.06300000000005 2027.62 3398.51
361.115 -1890.9 7274.74
-1.05231 -136.719 326.742
324.622 1583.18 1434.1
-469.92 -1377.0 8036.01
145.297 -206.18099999999998 1529.9
-651.956 1666.09 2641.18
-218.19 -1312.99 5417.23
870.1460000000001 -353.097 2941.58
168.856 301.422 9036.15
-299.392 -709.7710000000001 417.73800000000006
130.536 408.349 1546.11
-1018.71 1532.3 2220.67
1061.08 -1419.44 7592.07
-42.3747 -112.86399999999999 1187.27
-1581.57 1260.7 6846.0
1552.41 -1127.05 3357.81
29.1527 -133.645 796.195
-1443.16 766.222 8652.39
1226.58 -715.8660000000001 1585.68
216.588 -50.3562 761.922
1939.4 -748.1569999999999 6560.61
-1869.48 604.026 3771.29
-69.9204 144.131 668.1030000000001
-1738.84 -752.5210000000001 7171.02
1812.88 495.60400000000004 3306.21
-74.0497 256.916 522.776
308.107 -2143.8 4759.03
-209.287 2047.54 5839.1
-98.8208 96.2686 401.86400000000003
737.378 1146.23 9110.88
-752.237 -1271.31 1820.51
14.8585 125.071 68.6171
1488.72 -717.802 1689.83
-746.485 719.112 4739.19
-742.2389999999999 -1.3102200000000002 4570.99
1198.83 -1826.63 4867.95
-1087.6 1678.37 5666.05
-111.23299999999999 148.26 465.99800000000005
515.355 -1573.27 8574.09
-512.328 1249.49 1545.63
-3.02657 323.77299999999997 880.283
-810.0830000000001 -1308.72 1216.74
834.87 1150.73 7955.19
-24.7879 157.988 1828.07
-157.02100000000002 449.454 7392.0
-24.0 25.4589 3888.28
1603.33 1391.01 4172.26
-1563.67 -1380.79 6104.88
-39.6581 -10.2149 722.865
-197.203 2152.37 4917.03
91.6511 -2076.32 5527.47
105.552 -76.0525 555.494
-1435.76 -330.461 7720.26
1122.04 -371.25300000000004 1469.78
313.718 701.7139999999999 1809.96
280.452 1938.84 7340.73
-171.894 -1922.44 3474.53
-108.55799999999999 -16.4066 184.747
1108.75 -1855.35 5468.2
-1091.12 1688.94 5265.11
-17.6271 166.412 266.69
915.1419999999999 1915.72 4356.36
-998.164 -1844.7 6030.18
83.0218 -71.0194 613.464
-447.33099999999996 236.549 2084.77
191.768 -1387.98 8271.52
255.563 1151.43 643.7130000000001
-1824.01 884.072 3903.73
1729.07 -915.329 5191.13
94.9426 31.2565 1905.14
1515.55 1423.14 6161.69
-759.5089999999999 -843.145 2435.57
-756.0419999999999 -579.996 2402.74
608.004 1751.68 8028.47
-548.123 -1701.6 2868.15
-59.8811 -50.0844 103.37700000000001
1520.51 776.697 6565.04
-757.977 122.91 1191.63
-762.5369999999999 -899.607 3243.33
336.61 776.9110000000001 4507.75
-164.354 -175.48 6613.15
-1024.81 66.0819 7639.98
-84.2122 99.3978 2983.27
-1724.68 -527.545 8218.02
1154.69 259.216 1811.09
569.994 268.329 970.895
1615.87 -380.56800000000004 1591.87
-1584.97 329.365 9142.13
-30.8949 51.2033 266.005
1583.08 335.905 1475.87
-1431.31 -499.18199999999996 8758.63
-151.763 163.27700000000002 765.498
1910.08 -879.442 3889.37
-1883.02 769.073 6773.45
-27.0618 110.369 337.18300000000005
72.7717 2151.91 5093.58
-259.42900000000003 -1481.76 4340.49
186.657 -670.15 1565.93
771.51 -1957.05 5693.56
-432.291 1807.85 4103.3
-339.219 149.207 1203.14
-1671.41 899.112 7826.5
1650.03 -894.1010000000001 2992.59
21.3853 -5.0107099999999996 180.90900000000002
1763.3 330.35699999999997 2048.15
-1438.46 -371.86400000000003 8158.41
-324.836 41.507 793.441
2058.42 175.331 3573.81
-1947.51 -310.791 6918.87
-110.91 135.46 507.314
1671.4 -1175.1 3441.07
-1627.15 1233.93 7228.16
-44.2488 -58.8358 330.764
-1417.71 1606.14 4641.08
1114.49 -1329.8 5748.87
303.217 -276.342 610.044
-1221.89 392.681 9532.06
1065.69 -461.64599999999996 1475.02
950.574 1309.32 8690.31
-994.68 -1234.63 1854.74
44.1057 -74.6895 454.95
1435.99 -424.779 1167.5
-1477.68 413.97 9579.89
41.6913 10.8088 252.611
-1190.25 1057.1 8458.64
1196.16 -539.906 1987.93
-5.9112800000000005 -517.19 553.432
-1804.26 -1128.37 4993.81
1711.84 1236.24 5517.31
92.4207 -107.87100000000001 488.87800000000004
-192.925 1944.89 2750.13
226.86900000000003 -1920.75 7612.87
-33.9431 -24.1389 636.999
-953.664 -485.353 10102.8
847.6619999999999 491.043 756.48
106.001 -5.6906099999999995 140.703
1000.28 -1724.04 2908.72
-758.2669999999999 1548.17 6681.71
-242.011 175.875 1409.57
1291.09 -1013.62 1514.97
-1199.44 1044.86 9062.98
-91.646 -31.2437 422.055
-942.987 -1842.8 6066.12
789.461 1883.06 4719.53
153.526 -40.2628 214.352
-892.445 -1311.33 8589.27
499.73800000000006 1243.2 1596.16
392.707 68.1253 814.564
-89.7568 -1248.18 8314.63
540.628 694.007 816.813
-450.871 554.178 1868.56
-1349.4 1310.26 7798.28
1211.99 -1222.62 3122.67
137.409 -87.6381 79.0481
16.3584 789.092 10446.5
-7.445530000000001 -23.5378 634.183
-813.235 1435.9 7671.58
1008.32 -910.2260000000001 1732.39
-195.08599999999998 -525.6709999999999 1596.03
1370.26 -1338.97 7645.11
-987.543 1251.38 2895.98
-382.721 87.585 458.912
